Text,Score,PairID
"ਉਨ੍ਹਾਂ ਨੇ ਸਰਜਰੀ ਤੋਂ ਬਾਅਦ ਦੀ ਤਸਵੀਰ ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ ਸ਼ੇਅਰ ਕੀਤੀ ਹੈ
ਰਾਹੁਲ ਨੇ ਹਾਲ ਹੀ 'ਚ ਟਵਿਟਰ 'ਤੇ ਸਰਜਰੀ ਤੋਂ ਬਾਅਦ ਦੀ ਤਸਵੀਰ ਪੋਸਟ ਕੀਤੀ ਹੈ",0.25,pan_dev_00092
"ਸਾਲ 2015 ਤੋਂ ਲੈ ਕੇ ਹੁਣ ਤੱਕ ਸੂਬੇ ਵਿੱਚ ਬੇਅਦਬੀ ਦੇ ਕਈ ਮਾਮਲੇ ਲਗਾਤਾਰ ਸਾਹਮਣੇ ਆ ਰਹੇ ਹਨ
ਉਨ੍ਹਾਂ ਕਿਹਾ ਕਿ ਹੁਣ ਤੱਕ 51 ਦੇਸ਼ਾਂ ਵਿੱਚ ਮੰਕੀਪਾਕਸ ਦੇ 5,100 ਤੋਂ ਵੱਧ ਮਾਮਲੇ ਸਾਹਮਣੇ ਆ ਚੁੱਕੇ ਹਨ",0.22,pan_test_00082
"ਇਸ ਮੌਕੇ ਮੈਡੀਕਲ ਅਫ਼ਸਰ ਡਾ. ਸਤਿੰਦਰਜੀਤ ਕੌਰ, ਐਮ.ਪੀ.ਐਚ.ਡਬਲਿਓ ਸਤਨਾਮ ਸਿੰਘ, ਸੁਖਵਿੰਦਰ ਸਿੰਘ, ਬਲਜਿੰਦਰ ਸਿੰਘ, ਨਰਸਿੰਗ ਸਿਸਟਰ ਅਤੇ ਆਸ਼ਾ ਵਰਕਰ ਹਾਜ਼ਰ ਸਨ
ਇਸ ਮੌਕੇ ਮੈਡੀਕਲ ਅਫ਼ਸਰ ਡਾ. ਅੰਜਲੀਕਾ, ਐਲ.ਐਚ.ਵੀ ਸੁਖਰਾਜ ਕੌਰ, ਨਰਸਿੰਗ ਸਿਸਟਰ ਅਤੇ ਫਾਰਮਾਸਿਸਟ ਆਦਿ ਸਟਾਫ਼ ਹਾਜ਼ਰ ਸੀ",0.44,pan_dev_00015
"ਹਾਲ ਹੀ ਵਿੱਚ ਪ੍ਰਾਪਤ ਜਾਣਕਾਰੀ ਅਨੁਸਾਰ ਜਿਵੇਂ ਹੀ ਸ਼ਹਿਨਾਜ਼ ਗਿੱਲ ਨੂੰ ਸਿਧਾਰਥ ਸ਼ੁਕਲਾ ਦੀ ਮੌਤ ਦੀ ਖਬਰ ਮਿਲੀ, ਉਹ ਸ਼ੂਟਿੰਗ ਛੱਡ ਗਏ ਚੱਲੀ ਗਈ
ਜਾਣਕਾਰੀ ਅਨੁਸਾਰ 40 ਸਾਲਾ ਸਿਧਾਰਥ ਸ਼ੁਕਲਾ ਦੀ ਦਿਲ ਦਾ ਦੌਰਾ ਪੈਣ ਨਾਲ ਮੌਤ ਹੋ ਗਈ ਹੈ",0.44,pan_test_00092
"ਚੰਡੀਗੜ੍ਹ:  ਦੋਆਬਾ ਸੰਘਰਸ਼ ਕਮੇਟੀ ਵੱਲੋਂ ਕਿਸਾਨਾਂ ਦੀ ਮੰਗਾਂ ਨੂੰ ਲੈ ਕੇ ਜਲੰਧਰ ਦੇ ਕੋਲ ਦਿੱਲੀ ਨੈਸ਼ਨਲ ਹਾਈਵੇ 'ਤੇ ਧਰਨਾ ਦਿੱਤਾ ਜਾ ਰਿਹਾ ਹੈ
ਬੀਤੇ ਦਿਨੀ 32 ਕਿਸਾਨ ਜਥੇਬੰਦੀਆਂ ਵੱਲੋਂ ਜਲੰਧਰ ਵਿਖੇ ਗੰਨੇ ਦਾ ਰੇਟ ਵਧਾਉਣ ਲਈ ਸੰਯੁਕਤ ਕਿਸਾਨ ਮੋਰਚਾ ਦਿੱਲੀ ਦੀ ਕਾਲ 'ਤੇ ਧਰਨਾ ਦਿੱਤਾ ਜਾ ਰਿਹਾ ਹੈ",0.75,pan_test_00371
"ਉਨ੍ਹਾਂ ਨੇ ਫੜਨਵੀਸ ਨੂੰ ਨਵੀਂ ਸਰਕਾਰ ਵਿੱਚ ਸ਼ਾਮਲ ਹੋਣ ਅਤੇ ਉਪ ਮੁੱਖ ਮੰਤਰੀ ਦਾ ਅਹੁਦਾ ਸੰਭਾਲਣ ਦੀ ਬੇਨਤੀ ਕੀਤੀ
ਦੇਵੇਂਦਰ ਫੜਨਵੀਸ ਨੇ ਇਸ ਦੌਰਾਨ ਇਹ ਵੀ ਕਿਹਾ ਕਿ ਉਹ ਸਰਕਾਰ ਤੋਂ ਬਾਹਰ ਹੋ ਜਾਣਗੇ ਅਤੇ ਮੰਤਰੀ ਮੰਡਲ ਵਿੱਚ ਸ਼ਾਮਲ ਨਹੀਂ ਹੋਣਗੇ",0.62,pan_test_00495
"ਚਾਰਾਂ ਮੁਲਜ਼ਮਾਂ ਨੂੰ ਐਨਆਈਏ ਨੇ ਸ਼ਨੀਵਾਰ ਦੁਪਹਿਰ 1.30 ਵਜੇ ਭਾਰੀ ਪੁਲਿਸ ਸੁਰੱਖਿਆ ਵਿਚਕਾਰ ਵਿਸ਼ੇਸ਼ ਅਦਾਲਤ ਵਿੱਚ ਪੇਸ਼ ਕੀਤਾ
ਮੁਲਜ਼ਮਾਂ ਨੂੰ ਅਦਾਲਤ ਵਿੱਚ ਪੇਸ਼ ਕਰਕੇ 2 ਜੁਲਾਈ ਤੱਕ ਪੁਲਿਸ ਰਿਮਾਂਡ ’ਤੇ ਲਿਆ ਗਿਆ ਹੈ",0.56,pan_test_00343
"ਇਸ ਦੌਰਾਨ ਇਤਿਹਾਸਕ ਫੈਸਲਾ ਲੈਂਦਿਆਂ ਵਿਧਾਨ ਸਭਾ ਵਿਚ 'ਇੱਕ ਵਿਧਾਇਕ, ਇੱਕ ਪੈਨਸ਼ਨ' ਦਾ ਮਤਾ ਵੀ ਪਾਸ ਕਰ ਦਿੱਤਾ ਗਿਆ
ਕਮਿਸ਼ਨ ਦੀ ਰਿਪੋਰਟ ਤੋਂ ਬਾਅਦ 28 ਅਗਸਤ 2018 ਨੂੰ ਵਿਧਾਨ ਸਭਾ ਵਿੱਚ ਮਤਾ ਪਾਸ ਕਰਕੇ ਸੀਬੀਆਈ ਤੋਂ ਜਾਂਚ ਵਾਪਸ ਲੈਣ ਦਾ ਐਲਾਨ ਕੀਤਾ ਗਿਆ ਸੀ",0.5,pan_test_00144
"ਸਮਾਂ ਬਦਲਣ ਦੇ ਨਾਲ ਹੀ ਫੈਮਿਲੀ ਡਾਕਟਰ ਦਾ ਰੁਝਾਨ ਵੀ ਖਤਮ ਹੋਣ ਲੱਗਾ
ਜਿਵੇਂ-ਜਿਵੇਂ ਲੋਕਾਂ ਦੀ ਵਿੱਤੀ ਹਾਲਤ ਬਦਲਦੀ ਗਈ ਤੇ ਮਾਹਰ ਡਾਕਟਰਾਂ ਦਾ ਘੇਰਾ ਵਧਣ ਲੱਗਾ ਤਾਂ ਫੈਮਿਲੀ ਡਾਕਟਰ ਦਾ ਰੁਝਾਨ ਖਤਮ ਹੋਣ ਕੰਢੇ ਪੁੱਜ ਗਿਆ ਹੈ",0.38,pan_test_00244
"ਉਸਨੇ ਆਪਣੀ ਪਤਨੀ ਦੀ ਲਾਸ਼ ਨੂੰ ਇੱਕ ਕੜਾਹੀ ਵਿੱਚ ਪਾ ਕੇ ਬੱਚਿਆਂ ਦੇ ਸਾਹਮਣੇ ਉਬਾਲ ਲਿਆ
ਕਰਾਚੀ, 15 ਜੁਲਾਈ, ਹ.ਬ. : ਪਾਕਿਸਤਾਨ ਵਿੱਚ ਇੱਕ ਵਿਅਕਤੀ ਨੇ ਆਪਣੀ ਪਤਨੀ ਦਾ ਕਤਲ ਕਰਨ ਤੋਂ ਬਾਅਦ ਉਸਦੀ ਲਾਸ਼ ਨੂੰ ਕੜਾਹੀ ਵਿੱਚ ਉਬਾਲ ਲਿਆ",0.25,pan_dev_00191
"ਸ਼ਹਿਨਾਜ਼ ਮੁਤਾਬਕ ਉਸ ਨੂੰ ਸਕਾਰਾਤਮਕ ਪਾਸੇ ਵੱਲ ਧਿਆਨ ਦੇਣਾ ਹੋਵੇਗਾ
ਉਹ ਕਹਿੰਦੀ ਹੈ- ਮੈਂ ਸਿਰਫ ਸਕਾਰਾਤਮਕ ਪਾਸੇ ਵੱਲ ਧਿਆਨ ਦੇਣਾ ਚਾਹੁੰਦੀ ਹਾਂ",0.19,pan_test_00629
"ਆਮ ਆਦਮੀ ਪਾਰਟੀ (ਆਪ) ਸਰਕਾਰ ਨੇ ਇਸ ਨੂੰ ਰਸਮੀ ਤੌਰ 'ਤੇ ਲਾਗੂ ਕਰ ਦਿੱਤਾ ਹੈ
ਇਸ ਮੌਕੇ ਵਿਧਾਨ ਸਭਾ ਹਲਕਾ ਜ਼ੀਰਾ ਤੋ ਆਮ ਆਦਮੀ ਪਾਰਟੀ ਦੇ ਵਿਧਾਇਕ ਨਰੇਸ਼ ਕਟਾਰੀਆ, ਰਾਮਦੇਵ ਮਾਨਕਟਾਲਾ ਦਿੱਲੀ ਵਾਲਿਆਂ ਵੱਲੋਂ ਵਿਸ਼ੇਸ਼ ਤੌਰ 'ਤੇ ਹਾਜ਼ਰੀ ਲਵਾਈ ਗਈ",0.5,pan_test_00628
"ਇਸ ਦੌਰਾਨ ਜਲੰਧਰ ਵਿਚ ਕਿਸਾਨਾਂ ਜਲੰਧਰ ਵਾਲਾ ਧਾਰਨਾ ਜਾਰੀ ਰਹੇਗਾ ਅਤੇ ਰੇਲਵੇ ਟ੍ਰੈਕ ਵੀ ਜਾਮ ਰਹੇਗਾ
ਕਿਸਾਨਾਂ ਨੇ ਸ਼ੁੱਕਰਵਾਰ ਨੂੰ ਪੰਜਾਬ ਦੇ ਜਲੰਧਰ ਵਿੱਚ ਰਾਸ਼ਟਰੀ ਰਾਜਮਾਰਗ ਅਤੇ ਰੇਲਵੇ ਟ੍ਰੈਕ ਨੂੰ ਜਾਮ ਕਰ ਦਿੱਤਾ",0.44,pan_test_00307
"ਜੇਐੱਨਐੱਨ, ਮਨੀਮਾਜਰਾ  ਨਿੱਜੀ ਕਾਰਨਾਂ ਦੇ ਕਾਰਨ ਪਰੇਸ਼ਾਨ ਚੱਲ ਰਹੇ ਨੌਜਵਾਨ ਨੇ ਮੰਗਲਵਾਰ ਸਵੇਰੇ ਘਰ 'ਚ ਛੱਤ ਨਾਲ ਫਾਹਾ ਲਾ ਕੇ ਆਤਮਹੱਤਿਆ ਕਰ ਲਈ
ਪੁਲਿਸ ਅਨੁਸਾਰ ਮੰਗਲਵਾਰ ਸਵੇਰੇ ਕਰੀਬ ਅੱਠ ਵਜੇ ਪੁਲਿਸ ਨੂੰ ਸੂਚਨਾ ਮਿਲੀ ਕਿ ਪਿੰਡ ਮੌਲੀ 'ਚ ਇਕ ਨੌਜਵਾਨ ਨੇ ਫਾਹਾ ਲਾ ਲਿਆ",0.38,pan_test_00546
"ਕਾਬੁਲ : ਅਫ਼ਗਾਨਿਸਤਾਨ 'ਤੇ ਤਾਲਿਬਾਨ ਦੇ ਕਬਜ਼ੇ ਤੋਂ ਬਾਅਦ ਉੱਥੋਂ ਦੇ ਕਲਾਕਾਰ ਭਾਰੀ ਦਿਲ ਨਾਲ ਦੇਸ਼ ਛੱਡ ਕੇ ਸਮੁੰਦਰ ਤੋਂ ਪਾਰ ਜਾ ਰਹੇ ਹਨ
ਕਾਬੁਲ : ਤਾਲਿਬਾਨ ਦੇ ਕਬਜ਼ੇ ਤੋਂ ਬਾਅਦ ਅਫ਼ਗਾਨਿਸਤਾਨ ਦੇ ਕਾਬੁਲ ਹਵਾਈ ਅੱਡੇ 'ਤੇ ਹਾਲਾਤ ਬਦ ਤੋਂ ਬਦਤਰ ਹੁੰਦੇ ਜਾ ਰਹੇ ਹਨ",0.38,pan_test_00460
"ਇਹ ਵੀ ਦਸ ਦਈਏ ਕਿ ਵਿਰੋਧੀ ਧਿਰ ਨੇ ਯਸ਼ਵੰਤ ਸਿਨਹਾ ਨੂੰ ਸਾਂਝਾ ਉਮੀਦਵਾਰ ਬਣਾਇਆ ਹੈ
ਵਿਰੋਧੀ ਧਿਰ ਨੇ ਯਸ਼ਵੰਤ ਸਿਨਹਾ ਨੂੰ ਸਾਂਝਾ ਉਮੀਦਵਾਰ ਬਣਾਇਆ ਹੈ",0.5,pan_test_00048
"ਕੁਨਾਲ ਧੂੜੀਆ ਭਾਰਤੀ ਜਨਤਾ ਪਾਰਟੀ ਦੀ ਜ਼ਿਲ੍ਹਾ ਕਾਰਜਕਾਰਨੀ ਦੀ ਮੀਟਿੰਗ ਅੱਜ ਸ੍ਰੀ ਮੁਕਤਸਰ ਸਾਹਿਬ ਦੇ ਸਿਟੀ ਹੋਟਲ ਵਿਖੇ ਹੋਈ
ਕੁਨਾਲ ਧੂੜੀਆਸ੍ਰੀ ਮੁਕਤਸਰ ਸਾਹਿਬ: ਨਰਮੇਂ ਦੀ ਫ਼ਸਲ ਨੂੰ ਕਾਮਯਾਬ ਕਰਨ ਲਈ ਜ਼ਿਲ੍ਹਾ ਸ੍ਰੀ ਮੁਕਤਸਰ ਸਾਹਿਬ ਵਿਖੇ 28 ਪੈਸਟ ਸਰਵੇਲੈਂਸ ਟੀਮਾਂ ਦਾ ਗਠਨ ਕੀਤਾ ਗਿਆ ਹੈ",0.75,pan_test_00362
"14 ਜੁਲਾਈ: ਬੇਨ ਡਿਏਨਖਲਮ - ਸ਼ਿਲਾਂਗ ਵਿੱਚ ਬੈਂਕ ਬੰਦ ਰਹਿਣਗੇ
ਜੁਲਾਈ ਵਿੱਚ ਬੈਂਕ ਕਦੋਂ ਬੰਦ ਰਹਿਣਗੇ 1 ਜੁਲਾਈ: ਕੰਗ (ਰਥਜਾਤਰਾ) / ਰੱਥ ਯਾਤਰਾ - ਭੁਵਨੇਸ਼ਵਰ ਅਤੇ ਇੰਫਾਲ ਵਿੱਚ ਬੈਂਕ ਬੰਦ ਰਹਿਣਗੇ",0.31,pan_test_00513
"ਚਰਚਾ ਹੈ ਕਿ ਪੰਜਾਬ ਤੋਂ ਦੂਜੀ ਵਾਰ ਵਿਧਾਇਕ ਬਣੇ ਅਮਨ ਅਰੋੜਾ ਦਾ ਮੰਤਰੀ ਬਣਨਾ ਤੈਅ ਹੈ
ਪੰਜਾਬ ਤੋਂ ਦੂਜੀ ਵਾਰ ਵਿਧਾਇਕ ਬਣੇ ਅਮਨ ਅਰੋੜਾ ਦਾ ਮੰਤਰੀ ਬਣਨਾ ਤੈਅ ਹੈ",0.56,pan_test_00549
"ਇਨ੍ਹਾਂ ਅਸਾਮੀਆਂ ਲਈ ਅਪਲਾਈ ਕਰਨ ਦੀ ਆਖਰੀ ਮਿਤੀ 08 ਜੁਲਾਈ 2022 ਹੈ
ਹੁਣ ਤੁਸੀਂ ਇਹਨਾਂ ਅਸਾਮੀਆਂ ਲਈ 08 ਜੁਲਾਈ 2022 ਤੱਕ ਅਪਲਾਈ ਕਰ ਸਕਦੇ ਹੋ ਅਤੇ 11 ਜੁਲਾਈ 2022 ਤੱਕ ਇਹਨਾਂ ਲਈ ਫੀਸ ਜਮ੍ਹਾ ਕਰਵਾ ਸਕਦੇ ਹੋ",0.25,pan_test_00514
"1 ਐੱਸ. ਆਈ., 12 ਏ. ਐੱਸ. ਆਈ. ਤੇ ਹੋਰ
1 ਐੱਸ. ਆਈ., 14 ਏ. ਐੱਸ. ਆਈ. ਤੇ ਹੋਰ",0.07,pan_dev_00133
"ਇਸ ਟੀਮ ਵਿੱਚ ਮੁੱਖ ਤੌਰ 'ਤੇ ਸੀਨੀਅਰ ਮੈਂਬਰ ਆਈਜੀ ਕੁੰਵਰ ਪ੍ਰਤਾਪ ਸਿੰਘ ਸਮੇਤ ਐਸਐਸਪੀ ਕਪੂਰਥਲਾ ਅਤੇ ਐਸਪੀ ਫਾਜ਼ਿਲਕਾ ਵੀ ਸ਼ਾਮਲ ਸਨ
ਇਸ ਸਮਾਗਮ ਵਿੱਚ ਮੁੱਖ ਮੰਤਰੀ ਪੰਜਾਬ ਸ. ਭਗਵੰਤ ਸਿੰਘ ਮਾਨ ਦੇ ਮਾਤਾ ਸ਼੍ਰੀਮਤੀ ਹਰਪਾਲ ਕੌਰ ਨੇ ਵਿਸ਼ੇਸ਼ ਤੌਰ 'ਤੇ ਸ਼ਿਰਕਤ ਕੀਤੀ",0.57,pan_test_00407
"ਵਿਭਾਗ ਨੇ ਮੱਧਮ ਮੀਂਹ ਅਤੇ ਤੇਜ਼ ਹਵਾਵਾਂ ਅਤੇ ਗਰਜਾਂ ਨਾਲ ਆਮ ਤੌਰ 'ਤੇ ਬੱਦਲਵਾਈ ਰਹਿਣ ਦੀ ਭਵਿੱਖਬਾਣੀ ਕੀਤੀ ਹੈ
ਮੌਸਮ ਵਿਭਾਗ ਨੇ ਧੂੜ ਭਰੀਆਂ ਹਵਾਵਾਂ ਦੇ ਨਾਲ ਮੱਧਮ ਤੀਬਰਤਾ ਵਾਲੇ ਮੀਂਹ ਦੀ ਭਵਿੱਖਬਾਣੀ ਕੀਤੀ ਹੈ",0.38,pan_dev_00180
"ਧਿਆਨਯੋਗ ਹੈ ਕਿ ਸੁਪਰੀਮ ਕੋਰਟ ਨੇ ਅੱਜ ਕਿਹਾ ਹੈ ਕਿ ਨੂਪੁਰ ਸ਼ਰਮਾ ਨੂੰ ਪੂਰੇ ਦੇਸ਼ ਤੋਂ ਮੁਆਫੀ ਮੰਗਣੀ ਚਾਹੀਦੀ ਹੈ
ਸੁਪਰੀਮ ਕੋਰਟ ਨੇ ਨੂਪੁਰ ਸ਼ਰਮਾ ਨੂੰ ਕਿਹਾ ਕਿ ਤੁਹਾਡੇ ਬਿਆਨ ਨੇ ਦੇਸ਼ ਦਾ ਮਾਹੌਲ ਖਰਾਬ ਕਰ ਦਿੱਤਾ ਹੈ",0.94,pan_test_00151
"ਨੋਟ : ਇਸ ਖ਼ਬਰ ਬਾਰੇ ਕੀ ਹੈ ਤੁਹਾਡੀ ਰਾਏ
ਨੋਟ : ਇਸ ਖ਼ਬਰ ਬਾਰੇ ਕੀ ਹੈ ਤੁਹਾਡੀ ਰਾਏ, ਕੁਮੈਂਟ ਕਰਕੇ ਦਿਓ ਜਵਾਬ",0.06,pan_test_00266
"ਜਿਨਾਂ੍ਹ ਦੇ 'ਚੋਂ ਇਕ ਵਿਅਕਤੀ ਦੀ ਮੌਕੇ 'ਤੇ ਹੀ ਮੌਤ ਹੋ ਗਈ ਤੇ 2 ਨੂੰ ਪਟਿਆਲਾ ਦੇ ਇਕ ਨਿੱਜੀ ਹਸਪਤਾਲ 'ਚ ਦਾਖ਼ਲ ਕਰਵਾਇਆ ਗਿਆ ਹੈ
ਥਾਣਾ 4 ਦੀ ਪੁਲਿਸ ਨੇ ਮੌਕੇ 'ਤੇ ਪਹੁੰਚ ਕੇ ਮ੍ਰਿਤਕ ਨੂੰ ਸਿਵਲ ਹਸਪਤਾਲ ਦੇ ਮੁਰਦਾਘਰ 'ਚ ਰਖਵਾਇਆ ਅਤੇ ਮੋਟਰਸਾਈਕਲ ਸਵਾਰਾਂ ਨੂੰ ਥਾਣੇ ਲੈ ਗਈ",0.29,pan_test_00521
"ਰੈਲੀ ਨੂੰ ਸੰਬੋਧਨ ਕਰਦਿਆਂ ਸੁਖਬੀਰ ਸਿੰਘ ਬਾਦਲ ਨੇ ਵਿਰੋਧੀ ਪਾਰਟੀਆਂ 'ਤੇ ਤੰਜ ਕਸਿਆ ਹੈ
ਇਸ ਦੌਰਾਨ ਸੁਖਬੀਰ ਸਿੰਘ ਬਾਦਲ ਨੇ ਵਿਸ਼ਾਲ ਇਕੱਠ ਨੂੰ ਸੰਬੋਧਨ ਕਰਦਿਆਂ ਵੱਡੇ ਐਲਾਨ ਕੀਤੇ ਹਨ",0.62,pan_test_00292
"ਇਸ ਦੌਰਾਨ 4-5 ਸੰਘਰਸ਼ਕਾਰੀ ਵਿਕਾਸ ਭਵਨ ਦੀ ਛੱਤ ਉੱਤੇ ਚੜ੍ਹ ਗਏ
ਇਸ ਤਹਿਤ ਅੱਜ ਮਨਰੇਗਾ ਕਰਮਚਾਰੀ ਸਥਾਨਕ ਫ਼ੇਜ਼ ਅੱਠ ਸਥਿਤ ਵਿਕਾਸ ਭਵਨ ਦੀ ਛੱਤ ਉੱਤੇ ਚੜ੍ਹ ਗਏ ਹਨ",0.69,pan_test_00324
"ਉਨ੍ਹਾਂ ਕਿਹਾ ਕਿ ਮੁਫਤ ਦੀਆਂ ਯੋਜਨਾਵਾਂ 'ਤੇ ਖਰਚ ਕੀਤੇ ਜਾਣ ਵਾਲੇ ਪੈਸਿਆਂ ਨਾਲ ਬੇਰੁਜ਼ਗਾਰ ਨੌਜਵਾਨਾਂ ਨੂੰ ਰੁਜ਼ਗਾਰ ਦਿੱਤਾ ਜਾਵੇ
ਉਨ੍ਹਾਂ ਕਿਹਾ ਕਿ ਕੋਵਿਡ ਦੌਰਾਨ ਸੀ. ਏ. ਯੂ. ਪ੍ਰੋਫੈਸ਼ਨਲ ਫੀਸ ਦੇ ਨਾਂ 'ਤੇ 6.5 ਕਰੋੜ ਰੁਪਏ ਖਰਚ ਕੀਤੇ",0.38,pan_test_00132
"ਇਸ ਤੋਂ ਬਾਅਦ ਸੂਬੇ 'ਚ ਵਿਗੜ ਰਹੀ ਕਾਨੂੰਨ ਵਿਵਸਥਾ ਨੂੰ ਲੈ ਕੇ ਸਰਕਾਰ ਦੇ ਨਾਲ-ਨਾਲ ਪੁਲਸ ਪ੍ਰਸ਼ਾਸਨ ਦੀ ਕਾਰਗੁਜ਼ਾਰੀ 'ਤੇ ਸਵਾਲ ਖੜ੍ਹੇ ਹੋ ਗਏ ਹਨ
ਇਸ ਦੇ ਬਾਅਦ ਪ੍ਰਦੇਸ਼ ਵਿੱਚ ਲਗਾਤਾਰ ਵਿਗੜਦੀ ਕਾਨੂੰਨ ਵਿਵਸਥਾ ਸਰਕਾਰ ਦੇ ਨਾਲ ਪੁਲਿਸ ਪ੍ਰਬੰਧਕ ਦੀ ਕਾਰਗੁਜਾਰੀ ਉੱਤੇ ਵੀ ਸਵਾਲ ਉੱਠੇ",0.44,pan_dev_00093
"ਨੋਟ- ਇਸ ਖ਼ਬਰ ਬਾਰੇ ਤੁਹਾਡੀ ਕੀ ਹੈ ਰਾਏ, ਕੁਮੈਂਟ ਕਰਕੇ ਦਿਓ ਜਵਾਬ
ਨੋਟ - ਇਸ ਖ਼ਬਰ ਸੰਬੰਧੀ ਕੀ ਹੈ ਤੁਹਾਡੀ ਰਾਏ, ਕੁਮੈਂਟ ਕਰਕੇ ਦੱਸੋ?",0.19,pan_test_00359
"ਦੂਜੀ ਪਾਰੀ ਵਿਚ ਉਨ੍ਹਾਂ ਨੇ 72 ਗੇਂਦਾਂ ਵਿਚ 60 ਦੌੜਾਂ ਬਣਾਈਆਂ
ਪਹਿਲੀ ਪਾਰੀ ਵਿਚ ਉਨ੍ਹਾਂ ਨੇ 36 ਗੇਂਦਾਂ ਵਿਚ 57 ਦੌੜਾਂ ਬਣਾਈਆਂ ਜਿਸ ਨਾਲ ਭਾਰਤ ਨੂੰ 191 ਦੌੜਾਂ ਦਾ ਸਕੋਰ ਬਣਾਉਣ ਵਿਚ ਮਦਦ ਮਿਲੀ",0.31,pan_test_00194
"ਡਿਪਟੀ ਕਮਿਸ਼ਨਰ ਨੇ ਕਿਹਾ ਕਿ ਅਜਿਹੇ ਹੁੱਲੜਬਾਜ਼ਾਂ ਨੂੰ ਬਿਲਕੁਲ ਬਰਦਾਸ਼ਤ ਨਹੀਂ ਕੀਤਾ ਜਾਵੇਗਾ ਅਤੇ ਅਜਿਹੇ ਅਨਸਰਾਂ ਖਿਲਾਫ ਸਖਤ ਕਾਰਵਾਈ ਕੀਤੀ ਜਾਵੇਗੀ
ਭਗਵੰਤ ਮਾਨ ਨੇ ਸਦਨ ਨੂੰ ਭਰੋਸਾ ਦਿਵਾਇਆ ਕਿ ਕਿਸੇ ਵੀ ਦੋਸ਼ੀ ਨੂੰ ਬਖਸ਼ਿਆ ਨਹੀਂ ਜਾਵੇਗਾ ਅਤੇ ਉਨ੍ਹਾਂ ਖਿਲਾਫ ਸਖਤ ਕਾਰਵਾਈ ਕੀਤੀ ਜਾਵੇਗੀ",0.57,pan_dev_00034
"ਅਜਿਹੇ 'ਚ ਜੇਕਰ ਤੁਸੀਂ ਪੈਨ ਅਤੇ ਆਧਾਰ ਨੂੰ ਲਿੰਕ ਕਰਨ ਦਾ ਕੰਮ ਨਹੀਂ ਕੀਤਾ ਹੈ ਤਾਂ ਜਲਦੀ ਤੋਂ ਜਲਦੀ ਇਹ ਕੰਮ ਕਰੋ
ਅਜਿਹੇ 'ਚ ਜੇਕਰ ਤੁਸੀਂ ਇਹ ਕੰਮ ਨਹੀਂ ਕੀਤਾ ਹੈ ਤਾਂ ਜਲਦੀ ਤੋਂ ਜਲਦੀ ਇਸ ਨਾਲ ਨਿਪਟ ਲਓ",0.19,pan_dev_00071
"ਉਨ੍ਹਾਂ ਕਿਹਾ ਕਿ ਜਿਹੜੇ ਵੀ ਸਿੱਖ ਭਾਰਤ ਆਉਣਗੇ ਉਨ੍ਹਾਂ ਦੇ ਰਹਿਣ ਅਤੇ ਰੁਜ਼ਗਾਰ ਦਾ ਪ੍ਰਬੰਧ ਸ਼੍ਰੋਮਣੀ ਕਮੇਟੀ ਵੱਲੋਂ ਕਰਨ ਦਾ ਫੈਸਲਾ ਕੀਤਾ ਹੋਇਆ ਹੈ
ਉਨ੍ਹਾਂ ਕਿਹਾ ਕਿ ਇਸ ਮਾਮਲੇ ਨੂੰ ਲੈ ਕੇ ਸ਼੍ਰੋਮਣੀ ਕਮੇਟੀ ਵੱਲੋਂ ਕਈ ਵਾਰ ਕੇਂਦਰ ਸਰਕਾਰ ਨੂੰ ਪੱਤਰ ਲਿਖੇ ਜਾ ਚੁੱਕੇ ਹਨ",0.69,pan_dev_00042
"ਜਾਣਕਾਰੀ ਅਨਸਾਰ ਨਵੀਂ ਆਬਕਾਰੀ ਨੀਤੀ ਤਹਿਤ ਠੇਕਿਆਂ ਦੀ ਬੋਲੀ ਈ ਟੈਂਡਰਿੰਗ ਸਿਸਟਮ ਰਾਹੀ ਕੀਤੀ ਗਈ
ਪਰ ਹੁਣ ਸਰਕਾਰ ਨੇ ਅੱਜ 1 ਜੁਲਾਈ ਤੋਂ ਨਵੀਂ ਨੀਤੀ ਤਹਿਤ ਸ਼ਰਾਬ ਦੇ ਪਰਮਿਟ ਲਈ ਨਿਰਧਿਤ ਫ਼ੀਸ 1 ਹਜ਼ਾਰ ਰੁਪਏ ਕੀਤੀ ਗਈ ਹੈ",0.79,pan_test_00177
"ਚਾਰਾਂ ਮੁਲਜ਼ਮਾਂ ਨੂੰ ਐਨਆਈਏ ਨੇ ਸ਼ਨੀਵਾਰ ਦੁਪਹਿਰ 1.30 ਵਜੇ ਭਾਰੀ ਪੁਲਿਸ ਸੁਰੱਖਿਆ ਵਿਚਕਾਰ ਵਿਸ਼ੇਸ਼ ਅਦਾਲਤ ਵਿੱਚ ਪੇਸ਼ ਕੀਤਾ
ਇਸ ਦੇ ਨਾਲ ਹੀ ਉਨ੍ਹਾਂ ਕਿਹਾ ਕਿ ਅੱਜ 3 ਤੋਂ 4 ਵਜੇ ਪੁਲਿਸ ਮਾਨਯੋਗ ਅਦਾਲਤ ਵਿੱਚ ਪੇਸ਼ ਕਰੇਗੀ",0.5,pan_test_00377
