Text,Score,PairID
"ਸਹਿਮਤੀ ਪੱਤਰ ਉੱਤੇ ਨਵੀਂ ਦਿੱਲੀ ਵਿੱਚ 30.10.2017 ਨੂੰ ਹਸਤਾਖ਼ਰ ਕੀਤੇ ਗਏ ਸਨ।
ਸਹਿਮਤੀ ਪੱਤਰ ਉੱਤੇ ਨਵੀਂ ਦਿੱਲੀ ਵਿੱਚ 30.10.2017 ਨੂੰ ਹਸਤਾਖ਼ਰ ਕੀਤੇ ਗਏ ਸਨ।",1.0,PAN-aug-492
"Assam Rifles ਹੋਵੇ, ਜਲ ਸੈਨਾ ਹੋਵੇ, ਥਲ ਸੈਨਾ ਹੋਵੇ, ਵਾਯੂ ਸੈਨਾ ਹੋਵੇ, Coast Guard ਹੋਵੇ, ਮੈਂ ਸਭ ਦੇ ਨਾਮ ਬੋਲ ਨਹੀਂ ਸਕਦਾ ਹਾਂ, ਅਣਗਿਣਤ।
Assam Rifles ਹੋਵੇ, ਜਲ ਸੈਨਾ ਹੋਵੇ, ਥਲ ਸੈਨਾ ਹੋਵੇ, ਵਾਯੂ ਸੈਨਾ ਹੋਵੇ, Coast Guard ਹੋਵੇ, ਮੈਂ ਸਭ ਦੇ ਨਾਮ ਬੋਲ ਨਹੀਂ ਸਕਦਾ ਹਾਂ, ਅਣਗਿਣਤ।",1.0,PAN-aug-349
"ਡਿਪਟੀ ਕਮਿਸ਼ਨਰ ਕੀਰਤੀ ਜੱਲੀ ਨੇ ਦੱਸਿਆ ਕਿ ਬੇਠੂਕੁੰਡੀ ਵਿਖੇ ਟੁੱਟੇ ਬੰਨ੍ਹ ਦੇ ਟੁੱਟੇ ਹਿੱਸੇ ਦੀ ਮੁਰੰਮਤ ਦਾ ਕੰਮ ਚੱਲ ਰਿਹਾ ਹੈ
ਡਿਪਟੀ ਕਮਿਸ਼ਨਰ ਕੀਰਤੀ ਜੱਲੀ ਨੇ ਦੱਸਿਆ ਕਿ ਬੇਠਕੁੰਡੀ ਵਿਖੇ ਬੰਨ੍ਹ ਟੁੱਟਣ ਕਾਰਨ ਸਿਲਚਰ ਦੇ ਜ਼ਿਆਦਾਤਰ ਇਲਾਕੇ ਅਜੇ ਵੀ ਡੁੱਬੇ ਹੋਏ ਹਨ",0.56,pan_test_00340
"ਮੈਨੂੰ ਉਮੀਦ ਹੈ ਕਿ ਇਹ ਨਵਾਂ ਕੋਰਸ ਇਸ ਪੇਸ਼ੇ ਵਿੱਚ ਆਉਣ ਵਾਲੇ ਨਵੇਂ ਲੋਕਾਂ ਦੀਆਂ ਵਿੱਤੀ ਸਕਿੱਲਜ਼ ਨੂੰ ਹੋਰ ਮਜ਼ਬੂਤ ਕਰੇਗਾ।
ਮੈਨੂੰ ਉਮੀਦ ਹੈ ਕਿ ਇਹ ਨਵਾਂ ਕੋਰਸ ਇਸ ਪੇਸ਼ੇ ਵਿੱਚ ਆਉਣ ਵਾਲੇ ਨਵੇਂ ਲੋਕਾਂ ਦੀਆਂ ਵਿੱਤੀ ਸਕਿੱਲਜ਼ ਨੂੰ ਹੋਰ ਮਜ਼ਬੂਤ ਕਰੇਗਾ।",1.0,PAN-aug-386
"ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਨੇ ਮਨੁੱਖਤਾ ਦੀ ਬੇਲਾਗ ਸੇਵਾ ਕਰਨ ਲਈ ਦਾਦਾ ਵਾਸਵਾਨੀ ਦੀ ਪ੍ਰਸ਼ੰਸਾ ਕੀਤੀ।
ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਨੇ ਮਨੁੱਖਤਾ ਦੀ ਬੇਲਾਗ ਸੇਵਾ ਕਰਨ ਲਈ ਦਾਦਾ ਵਾਸਵਾਨੀ ਦੀ ਪ੍ਰਸ਼ੰਸਾ ਕੀਤੀ।",1.0,PAN-aug-163
"ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਮੋਦੀ: ਸਾਨੂੰ ਪਾਣੀ ਦੇ ਸਹੀ ਪ੍ਰਬੰਧ ਉੱਤੇ ਜ਼ੋਰ ਦੇਣਾ ਚਾਹੀਦਾ ਹੈ।
ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਮੋਦੀ: ਸਾਨੂੰ ਪਾਣੀ ਦੇ ਸਹੀ ਪ੍ਰਬੰਧ ਉੱਤੇ ਜ਼ੋਰ ਦੇਣਾ ਚਾਹੀਦਾ ਹੈ।",1.0,PAN-aug-68
"ਉਨਾਂ ਕਿਹਾ ਕਿ ਇਸ ਖਤਰਨਾਕ ਕਦਮ ਉਤੇ ਅੱਗੇ ਵਧਣ ਤੋਂ ਪਹਿਲਾਂ ਸਾਰੇ ਭਾਈਵਾਲਾਂ ਨਾਲ ਸਹਿਮਤੀ ਬਣਾਉਣੀ ਚਾਹੀਦੀ ਸੀ
ਉਨ੍ਹਾਂ ਕਿਹਾ ਕਿ ਇਸ ਖਤਰਨਾਕ ਕਦਮ ਉਤੇ ਅੱਗੇ ਵਧਣ ਤੋਂ ਪਹਿਲਾਂ ਸਾਰੇ ਭਾਈਵਾਲਾਂ ਨਾਲ ਸਹਿਮਤੀ ਬਣਾਉਣੀ ਚਾਹੀਦੀ ਸੀ",0.19,pan_test_00316
"ਇਹ ਪਹਿਲ ਨਵੇਂ ਖੋਜ ਗਠਜੋੜ ਵਿਕਸਿਤ ਕਰਨ ਵਿੱਚ ਪਹਿਲ ਕਰੇਗੀ ਅਤੇ ਕੈਂਸਰ ਨਤੀਜਿਆਂ ਦੇ ਵਿਰੁੱਧ ਪ੍ਰਗਤੀ ਨੂੰ ਸਮਰੱਥ ਬਣਾਉਣ ਵਿੱਚ ਪ੍ਰਭਾਵੀ ਖੋਜ ਕਾਰਜ ਕਰੇਗੀ।
ਇਹ ਪਹਿਲ ਨਵੇਂ ਖੋਜ ਗਠਜੋੜ ਵਿਕਸਿਤ ਕਰਨ ਵਿੱਚ ਪਹਿਲ ਕਰੇਗੀ ਅਤੇ ਕੈਂਸਰ ਨਤੀਜਿਆਂ ਦੇ ਵਿਰੁੱਧ ਪ੍ਰਗਤੀ ਨੂੰ ਸਮਰੱਥ ਬਣਾਉਣ ਵਿੱਚ ਪ੍ਰਭਾਵੀ ਖੋਜ ਕਾਰਜ ਕਰੇਗੀ।",1.0,PAN-aug-185
"ਨੋਟਬੰਦੀ ਕਾਰਨ ਬੈਂਕਾਂ ਵਿੱਚ ਜ਼ਿਆਦਾ ਪੈਸਾ ਆਇਆ ਹੈ ਜਿਹੜਾ ਦੇਸ਼ ਨੂੰ ਗਤੀ ਦੇਵੇਗਾ।
ਨੋਟਬੰਦੀ ਕਾਰਨ ਬੈਂਕਾਂ ਵਿੱਚ ਜ਼ਿਆਦਾ ਪੈਸਾ ਆਇਆ ਹੈ ਜਿਹੜਾ ਦੇਸ਼ ਨੂੰ ਗਤੀ ਦੇਵੇਗਾ।",1.0,PAN-aug-183
"ਉਨ੍ਹਾਂ ਕਿਹਾ, ""ਸਾਡਾ ਯਤਨ ਭਾਰਤੀ ਵਿੱਤੀ ਪ੍ਰਣਾਲੀ ਲਈ ਮਜ਼ਬੂਤੀ ਅਤੇ ਨਵੀਨਤਾਕਾਰੀ ਹੱਲਾਂ ਨਾਲ ਬਾਹਰੀ ਅਤੇ ਅੰਦਰੂਨੀ ਸਾਰੀਆਂ ਚੁਣੌਤੀਆਂ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ ਹੈ
ਭਾਰਤੀ ਵਿੱਤੀ ਪ੍ਰਣਾਲੀ ਇਹਨਾਂ ਝਟਕਿਆਂ ਦਾ ਸਾਹਮਣਾ ਕਰਨ ਲਈ ਅੰਦਰੂਨੀ ਤਾਕਤ ਅਤੇ ਲਚਕੀਲੇਪਣ ਦਾ ਪ੍ਰਦਰਸ਼ਨ ਕਰਦੀ ਹੈ",0.62,pan_test_00055
"ਰਿੱਧੀਰਾਜ ਕੁਮਾਰ ਨੇ ਉੱਤਰ ਪੂਰਬ ਲਈ ਹਿਸਾਬ ਅਤੇ ਵਿਗਿਆਨ ਵਿੱਚ ਸਰਬਉੱਚਤਾ ਹਾਸਲ ਕਰਕੇ 80000 ਕੁਵੈਤੀ ਦੀਨਾਰ ਜਿੱਤੇ ਸਨ।
ਰਿੱਧੀਰਾਜ ਕੁਮਾਰ ਨੇ ਉੱਤਰ ਪੂਰਬ ਲਈ ਹਿਸਾਬ ਅਤੇ ਵਿਗਿਆਨ ਵਿੱਚ ਸਰਬਉੱਚਤਾ ਹਾਸਲ ਕਰਕੇ 80000 ਕੁਵੈਤੀ ਦੀਨਾਰ ਜਿੱਤੇ ਸਨ।",1.0,PAN-aug-346
"ਨੂਪੁਰ ਸ਼ਰਮਾ ਨੇ ਵੱਖ-ਵੱਖ ਰਾਜਾਂ ਵਿੱਚ ਆਪਣੇ ਖ਼ਿਲਾਫ਼ ਦਰਜ ਸਾਰੇ ਕੇਸਾਂ ਨੂੰ ਦਿੱਲੀ ਤਬਦੀਲ ਕਰਨ ਲਈ ਅਰਜ਼ੀ ਦਿੱਤੀ ਸੀ
ਵੱਖ-ਵੱਖ ਰਾਜਾਂ ਵਿੱਚ ਦਰਜ ਕੇਸਾਂ ਨੂੰ ਦਿੱਲੀ ਤਬਦੀਲ ਕਰਨ ਦੀ ਅਪੀਲ ਲੈ ਕੇ ਪਹੁੰਚੀ ਨੁਪੁਰ ਸ਼ਰਮਾ 'ਤੇ ਸੁਪਰੀਮ ਕੋਰਟ ਨੇ ਸਖ਼ਤ ਟਿੱਪਣੀਆਂ ਕੀਤੀਆਂ",0.94,pan_test_00008
"ਇਸ ਸਹਿਮਤੀ ਪੱਤਰ ਉੱਤੇ ਉਜ਼ਬੇਕਿਸਤਾਨ ਦੇ ਰਾਸ਼ਟਰਪਤੀ ਦੇ 1 ਅਕਤੂਬਰ, 2018 ਨੂੰ ਭਾਰਤ ਦੌਰੇ ਦੌਰਾਨ ਦਸਤਖ਼ਤ ਕੀਤੇ ਜਾਣਗੇ।
ਇਸ ਸਹਿਮਤੀ ਪੱਤਰ ਉੱਤੇ ਉਜ਼ਬੇਕਿਸਤਾਨ ਦੇ ਰਾਸ਼ਟਰਪਤੀ ਦੇ 1 ਅਕਤੂਬਰ, 2018 ਨੂੰ ਭਾਰਤ ਦੌਰੇ ਦੌਰਾਨ ਦਸਤਖ਼ਤ ਕੀਤੇ ਜਾਣਗੇ।",1.0,PAN-aug-437
"ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਨੇ ਦੱਸਿਆ ਕਿ ਕਿਵੇਂ ਭਗਵਾਨ ਰਾਮ ਦੀ ਜ਼ਿੰਦਗੀ ਅਤੇ ਆਦਰਸ਼ ਹਰ ਇੱਕ ਨੂੰ ਨਿਰੰਤਰ ਪ੍ਰੇਰਿਤ ਕਰ ਰਹੇ ਹਨ।
ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਨੇ ਦੱਸਿਆ ਕਿ ਕਿਵੇਂ ਭਗਵਾਨ ਰਾਮ ਦੀ ਜ਼ਿੰਦਗੀ ਅਤੇ ਆਦਰਸ਼ ਹਰ ਇੱਕ ਨੂੰ ਨਿਰੰਤਰ ਪ੍ਰੇਰਿਤ ਕਰ ਰਹੇ ਹਨ।",1.0,PAN-aug-104
"ਇਸ ਸਮੇਂ ਨਰਮੇਂ ਦੀ ਫ਼ਸਲ ਨੂੰ ਸੋਕਾ ਨਾ ਲੱਗਣ ਦਿੱਤਾ ਜਾਵੇ ਕਿਉਂਕਿ ਔੜ ਵਿੱਚ ਚਿੱਟੀ ਮੱਖੀ ਅਤੇ ਭੂਰੀ ਜੂੰ ਦਾ ਹਮਲਾ ਵਧ ਜਾਂਦਾ ਹੈ
ਜੇਕਰ ਨਰਮੇਂ ਦੀ ਫ਼ਸਲ ਉਪਰ ਚਿੱਟੀ ਮੱਖੀ ਦੇ ਬਾਲਗਾਂ ਦੀ ਗਿਣਤੀ ਪ੍ਰਤੀ ਪੱਤਾ 6 ਤੋਂ ਵਧ ਹੋ ਜਾਵੇ ਤਾਂ ਸਪਰੇਅ ਦੀ ਜ਼ਰੂਰਤ ਹੈ",0.29,pan_test_00212
"ਜਾਣਕਾਰੀ ਅਨਸਾਰ ਨਵੀਂ ਆਬਕਾਰੀ ਨੀਤੀ ਤਹਿਤ ਠੇਕਿਆਂ ਦੀ ਬੋਲੀ ਈ ਟੈਂਡਰਿੰਗ ਸਿਸਟਮ ਰਾਹੀ ਕੀਤੀ ਗਈ
ਪਰ ਹੁਣ ਸਰਕਾਰ ਨੇ ਅੱਜ 1 ਜੁਲਾਈ ਤੋਂ ਨਵੀਂ ਨੀਤੀ ਤਹਿਤ ਸ਼ਰਾਬ ਦੇ ਪਰਮਿਟ ਲਈ ਨਿਰਧਿਤ ਫ਼ੀਸ 1 ਹਜ਼ਾਰ ਰੁਪਏ ਕੀਤੀ ਗਈ ਹੈ",0.79,pan_test_00177
"ਜਨਤਕ ਖੇਤਰ ਦੇ ਇਹ ਅਦਾਰੇ ਕਾਰੀਗਰਾਂ, ਬੁਣਕਰਾਂ ਅਤੇ ਕਿਸਾਨਾਂ ਦੀ ਟ੍ਰੇਨਿੰਗ ਦੇ ਕੰਮ ਵਿੱਚ ਲੱਗੇ ਹੋਏ ਹਨ ਤਾਂ ਕਿ ਫੂਡ ਪ੍ਰੋਸੈੱਸਿੰਗ ਅਤੇ ਮਾਰਕੀਟਿੰਗ ਵਿੱਚ ਉਨ੍ਹਾਂ ਦੀ ਮਦਦ ਕੀਤੀ ਜਾ ਸਕੇ।
ਜਨਤਕ ਖੇਤਰ ਦੇ ਇਹ ਅਦਾਰੇ ਕਾਰੀਗਰਾਂ, ਬੁਣਕਰਾਂ ਅਤੇ ਕਿਸਾਨਾਂ ਦੀ ਟ੍ਰੇਨਿੰਗ ਦੇ ਕੰਮ ਵਿੱਚ ਲੱਗੇ ਹੋਏ ਹਨ ਤਾਂ ਕਿ ਫੂਡ ਪ੍ਰੋਸੈੱਸਿੰਗ ਅਤੇ ਮਾਰਕੀਟਿੰਗ ਵਿੱਚ ਉਨ੍ਹਾਂ ਦੀ ਮਦਦ ਕੀਤੀ ਜਾ ਸਕੇ।",1.0,PAN-aug-251
"ਇਸ ਤੋਂ ਬਾਅਦ ਪੰਜਾਬ ਪੁਲਿਸ ਲਾਰੇਂਸ ਨੂੰ ਤਿਹਾੜ ਜੇਲ੍ਹ ਤੋਂ ਪ੍ਰੋਡਕਸ਼ਨ ਵਾਰੰਟ 'ਤੇ ਲੈ ਕੇ ਆਈ
ਜਿਸ ਤੋਂ ਬਾਅਦ ਉਸ ਨੂੰ ਤਿਹਾੜ ਜੇਲ੍ਹ ਭੇਜ ਦਿੱਤਾ ਗਿਆ, ਪੰਜਾਬ ਪੁਲਿਸ ਨੇ ਦੋਹਾਂ ਸ਼ੂਟਰਾਂ ਦਾ ਇਕ ਦਿਨ ਦਾ ਟਰਾਂਜ਼ਿਟ ਰਿਮਾਂਡ ਹਾਸਲ ਕੀਤਾ ਹੈ",0.44,pan_dev_00046
"ਮੈਂ ਉਨ੍ਹਾਂ ਦੇ ਦਿਹਾਂਤ ‘ਤੇ ਦੁਖੀ ਹਾਂ ।
ਮੈਂ ਉਨ੍ਹਾਂ ਦੇ ਦਿਹਾਂਤ ‘ਤੇ ਦੁਖੀ ਹਾਂ ।",1.0,PAN-aug-457
"ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਨੇ ਕਿਹਾ, ” ਡਾ. ਸ਼ਿਆਮਾ ਪ੍ਰਸਾਦ ਮੁਖਰਜੀ ਨੂੰ ਉਨ੍ਹਾਂ ਦੀ ਬਰਸੀ ‘ਤੇ ਯਾਦ ਕਰਦੇ ਹਾਂ।
ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਨੇ ਕਿਹਾ, ” ਡਾ. ਸ਼ਿਆਮਾ ਪ੍ਰਸਾਦ ਮੁਖਰਜੀ ਨੂੰ ਉਨ੍ਹਾਂ ਦੀ ਬਰਸੀ ‘ਤੇ ਯਾਦ ਕਰਦੇ ਹਾਂ।",1.0,PAN-aug-592
"ਪੁਲਿਸ ਥਾਣਾ ਸਿਵਲ ਲਾਈਨ 'ਚ ਪਰਿਵਾਰ ਵੱਲੋਂ ਵਾਰਦਾਤ ਦੀ ਸੂਚਨਾ ਦਿੱਤੀ ਗਈ ਹੈ
ਥਾਣਾ 4 ਦੀ ਪੁਲਿਸ ਨੇ ਮੌਕੇ 'ਤੇ ਪਹੁੰਚ ਕੇ ਮ੍ਰਿਤਕ ਨੂੰ ਸਿਵਲ ਹਸਪਤਾਲ ਦੇ ਮੁਰਦਾਘਰ 'ਚ ਰਖਵਾਇਆ ਅਤੇ ਮੋਟਰਸਾਈਕਲ ਸਵਾਰਾਂ ਨੂੰ ਥਾਣੇ ਲੈ ਗਈ",0.38,pan_test_00028
"ਉਨ੍ਹਾਂ ਸੰਨ 1945 ਵਿੱਚ ਪ੍ਰਕਾਸ਼ਿਤ ਮਹਾਤਮਾ ਗਾਂਧੀ ਦੇ “ਰਚਨਾਤਮਕ ਪ੍ਰੋਗਰਾਮ” ਨੂੰ ਦ੍ਰਿੜ੍ਹਾਇਆ ਜਿਸ ਵਿੱਚ ਗ੍ਰਾਮੀਣ ਸਫਾਈ ਮਹੱਤਵਪੂਰਨ ਵਿਸ਼ਾ ਸੀ।
ਉਨ੍ਹਾਂ ਸੰਨ 1945 ਵਿੱਚ ਪ੍ਰਕਾਸ਼ਿਤ ਮਹਾਤਮਾ ਗਾਂਧੀ ਦੇ “ਰਚਨਾਤਮਕ ਪ੍ਰੋਗਰਾਮ” ਨੂੰ ਦ੍ਰਿੜ੍ਹਾਇਆ ਜਿਸ ਵਿੱਚ ਗ੍ਰਾਮੀਣ ਸਫਾਈ ਮਹੱਤਵਪੂਰਨ ਵਿਸ਼ਾ ਸੀ।",1.0,PAN-aug-166
"ਚਾਰਾਂ ਮੁਲਜ਼ਮਾਂ ਨੂੰ ਐਨਆਈਏ ਨੇ ਸ਼ਨੀਵਾਰ ਦੁਪਹਿਰ 1.30 ਵਜੇ ਭਾਰੀ ਪੁਲਿਸ ਸੁਰੱਖਿਆ ਵਿਚਕਾਰ ਵਿਸ਼ੇਸ਼ ਅਦਾਲਤ ਵਿੱਚ ਪੇਸ਼ ਕੀਤਾ
ਇਸ ਦੇ ਨਾਲ ਹੀ ਉਨ੍ਹਾਂ ਕਿਹਾ ਕਿ ਅੱਜ 3 ਤੋਂ 4 ਵਜੇ ਪੁਲਿਸ ਮਾਨਯੋਗ ਅਦਾਲਤ ਵਿੱਚ ਪੇਸ਼ ਕਰੇਗੀ",0.5,pan_test_00377
"ਨੂਪੁਰ ਸ਼ਰਮਾ ਨੂੰ ਪੈਗੰਬਰ ਮੁਹੰਮਦ 'ਤੇ ਟਿੱਪਣੀ ਦੇ ਮਾਮਲੇ 'ਚ ਕੋਲਕਾਤਾ ਪੁਲਿਸ ਨੇ ਤਲਬ ਕੀਤਾ ਸੀ
ਨੂਪੁਰ ਸ਼ਰਮਾ ਨੂੰ ਕੋਲਕਾਤਾ ਪੁਲਸ ਨੇ ਪੈਗੰਬਰ 'ਤੇ ਵਿਵਾਦਿਤ ਟਿੱਪਣੀ ਦੇ ਮਾਮਲੇ 'ਚ 20 ਜੂਨ ਨੂੰ ਨਰਕੇਲਡੰਗਾ ਪੁਲਸ ਸਟੇਸ਼ਨ 'ਚ ਪੇਸ਼ ਹੋਣ ਲਈ ਕਿਹਾ ਸੀ",0.69,pan_test_00223
"ਉਸ 'ਤੇ ਧਾਰਮਿਕ ਭਾਵਨਾਵਾਂ ਭੜਕਾਉਣ ਸਮੇਤ ਸਾਜ਼ਿਸ਼ ਦਾ ਦੋਸ਼ ਹੈ
ਜ਼ੁਬੈਰ ਪੰਜ ਦਿਨਾਂ ਦੀ ਪੁਲਿਸ ਹਿਰਾਸਤ ਵਿਚ ਹੈ ਅਤੇ ਉਸ 'ਤੇ ਧਾਰਮਿਕ ਭਾਵਨਾਵਾਂ ਭੜਕਾਉਣ ਦਾ ਦੋਸ਼ ਹੈ",0.44,pan_dev_00026
"ਦੂਜੇ ਪੜਾਅ ਦੀ ਪੋਲਿੰਗ ਵਿੱਚ ਉਹ 101 ਵੋਟਾਂ ਨਾਲ ਜੇਤੂ ਰਹੇ
ਵੀਰਵਾਰ ਨੂੰ ਦੂਜੇ ਪੜਾਅ ਦੀ ਵੋਟਿੰਗ ਵਿਚ ਉਹ 101 ਵੋਟਾਂ ਨਾਲ ਮੁੜ ਜੇਤੂ ਰਹੇ",0.31,pan_dev_00164
"ਭਾਰਤ ਨੂੰ ਤਪਦਿਕ ਤੋਂ ਮੁਕਤ ਬਣਾਉਣ ਲਈ ਭਾਰਤ ਸਰਕਾਰ ਮਿਸ਼ਨ ਮੋਡ ਵਿੱਚ ਕੰਮ ਕਰ ਰਹੀ ਹੈ।
ਭਾਰਤ ਨੂੰ ਤਪਦਿਕ ਤੋਂ ਮੁਕਤ ਬਣਾਉਣ ਲਈ ਭਾਰਤ ਸਰਕਾਰ ਮਿਸ਼ਨ ਮੋਡ ਵਿੱਚ ਕੰਮ ਕਰ ਰਹੀ ਹੈ।",1.0,PAN-aug-518
"ਈਓਡੀਬੀ ਰੈਂਕਿੰਗ ਵਿੱਚ ਭਾਰਤ ਦੇ ਰੈਂਕ ਵਿੱਚ 65 ਅੰਕਾਂ ਦਾ ਸੁਧਾਰ ਆਇਆ ਹੈ।
ਈਓਡੀਬੀ ਰੈਂਕਿੰਗ ਵਿੱਚ ਭਾਰਤ ਦੇ ਰੈਂਕ ਵਿੱਚ 65 ਅੰਕਾਂ ਦਾ ਸੁਧਾਰ ਆਇਆ ਹੈ।",1.0,PAN-aug-99
"ਉਨ੍ਹਾਂ ਦਰਸਾਇਆ ਕਿ ਰਾਸ਼ਟਰ ਨਿਰਮਾਣ ਦੇ ਖੇਤਰ ਵਿਚ ਨੌਜਵਾਨਾਂ ਦਾ ਮਹੱਤਵਪੂਰਨ ਸਥਾਨ ਹੈ।
ਉਨ੍ਹਾਂ ਦਰਸਾਇਆ ਕਿ ਰਾਸ਼ਟਰ ਨਿਰਮਾਣ ਦੇ ਖੇਤਰ ਵਿਚ ਨੌਜਵਾਨਾਂ ਦਾ ਮਹੱਤਵਪੂਰਨ ਸਥਾਨ ਹੈ।",1.0,PAN-aug-562
"ਹੁਣ ਡੇਰਾ ਸੱਚਾ ਸੌਦਾ ਮੁਖੀ ਗੁਰਮੀਤ ਰਾਮ ਰਹੀਮ ਸਿੰਘ ਜਾਂਚ 'ਚ ਰਡਾਰ 'ਤੇ ਹੈ
ਇਸ ਦੇ ਨਾਲ ਹੀ ਜੇਲ੍ਹ ਵਿੱਚ ਬੰਦ ਡੇਰਾ ਮੁਖੀ ਗੁਰਮੀਤ ਰਾਮ ਰਹੀਮ ਸਿੰਘ ਨੂੰ ਸਾਜ਼ਿਸ਼ਕਰਤਾ ਦੱਸਿਆ ਗਿਆ ਹੈ",0.81,pan_dev_00073
"ਵਿਧਾਨ ਸਭਾ ਚੋਣਾਂ 'ਚ ਲੀਗਲ ਸੈੱਲ ਤੇ ਵਕੀਲ ਭਾਈਚਾਰੇ ਦਾ ਅਹਿਮ ਰੋਲ ਹੋਵੇਗਾ
ਇਸ ਮੌਕੇ ਜ਼ਿਲ੍ਹਾ ਕਨਵੀਨਰ ਬੀਜੇਪੀ ਲੀਗਲ ਸੈੱਲ ਐਡਵੋਕੇਟ ਰਣਜੀਤ ਸਿੰਘ ਰਾਣਾ ਨੇ ਦੱਸਿਆ ਕਿ ਭਵਿੱਖ ਦੀਆਂ ਵਿਧਾਨ ਸਭਾ ਚੋਣਾਂ ਸਬੰਧੀ ਅਹਿਮ ਵਿਚਾਰਾਂ ਕੀਤੀਆਂ ਗਈਆਂ",0.56,pan_test_00457
"ਏਕਨਾਥ ਸ਼ਿੰਦੇ ਨੇ ਮਹਾਰਾਸ਼ਟਰ ਦੇ ਮੁੱਖ ਮੰਤਰੀ ਵਜੋਂ ਸਹੁੰ ਚੁੱਕੀ
ਇਸ ਤੋਂ ਇਲਾਵਾ ਦੇਵੇਂਦਰ ਫੜਨਵੀਸ ਨੇ ਉਪ ਮੁੱਖ ਮੰਤਰੀ ਵਜੋਂ ਸਹੁੰ ਚੁੱਕੀ",0.69,pan_dev_00101
"ਰੈਲੀ ਨੂੰ ਸੰਬੋਧਨ ਕਰਦਿਆਂ ਸੁਖਬੀਰ ਸਿੰਘ ਬਾਦਲ ਨੇ ਵਿਰੋਧੀ ਪਾਰਟੀਆਂ 'ਤੇ ਤੰਜ ਕਸਿਆ ਹੈ
ਇਸ ਦੌਰਾਨ ਸੁਖਬੀਰ ਸਿੰਘ ਬਾਦਲ ਨੇ ਵਿਸ਼ਾਲ ਇਕੱਠ ਨੂੰ ਸੰਬੋਧਨ ਕਰਦਿਆਂ ਵੱਡੇ ਐਲਾਨ ਕੀਤੇ ਹਨ",0.62,pan_test_00292
"ਮਾਨ ਸਰਕਾਰ ਨੇ 1 ਜੁਲਾਈ ਤੋਂ ਪੰਜਾਬ ਦੇ ਲੋਕਾਂ ਨੂੰ ਹਰ ਮਹੀਨੇ 300 ਯੂਨਿਟ ਮੁਫ਼ਤ ਬਿਜਲੀ ਦਾ ਲਾਭ ਦੇਣਾ ਸ਼ੁਰੂ ਕਰ ਦਿੱਤਾ ਹੈ
ਦੱਸ ਦਈਏ ਕਿ ਸੀ.ਐਮ ਆਪਣੇ ਚੋਣ ਵਾਅਦੇ ਨੂੰ ਪੂਰਾ ਕਰਦਿਆਂ ਭਗਵੰਤ ਮਾਨ ਨੇ ਹਰ ਘਰ ਨੂੰ 300 ਯੂਨਿਟ ਮੁਫ਼ਤ ਬਿਜਲੀ ਮੁਹੱਈਆ ਕਰਵਾਈ ਹੈ",1.0,pan_test_00243
"ਸਮਰਥਨ ਮੁੱਲ 'ਤੇ ਸਰਕਾਰ ਤੇ ਕਿਸਾਨਾਂ ਵਿਚਾਲੇ ਰੇੜਕਾ ਜਾਰੀ ਹੈ
ਮੁੱਖ ਮੰਤਰੀ ਭਗਵੰਤ ਮਾਨ ਵਲੋਂ ਕਿਸਾਨਾਂ ਨੂੰ ਭਰੋਸਾ ਦਵਾਇਆ ਗਿਆ ਸੀ ਕਿ ਪੰਜਾਬ ਸਰਕਾਰ ਮੂੰਗੀ ਲਈ ਘੱਟੋ-ਘੱਟ ਸਮਰਥਨ ਮੁੱਲ 'ਤੇ ਫਸਲ ਚੁੱਕੇਗੀ",0.44,pan_dev_00174
"ਇਸ ਵਿਚ ਦੱਸਿਆ ਗਿਆ ਹੈ ਕਿ ਵਾਤਾਵਰਣ ਸੁਰੱਖਿਆ ਕਾਨੂੰਨ (ਈਪੀਏ) ਦੀ ਧਾਰਾ 15 ਦੇ ਤਹਿਤ ਸਿੰਗਲ-ਯੂਜ਼ ਪਲਾਸਟਿਕ ਦੀ ਵਰਤੋਂ 'ਤੇ ਕਾਰਵਾਈ ਕੀਤੀ ਜਾਵੇਗੀ
ਮੰਤਰਾਲੇ ਵੱਲੋਂ ਸਪੱਸ਼ਟ ਤੌਰ 'ਤੇ ਕਿਹਾ ਗਿਆ ਹੈ ਕਿ ਜੇਕਰ ਕੋਈ ਸਿੰਗਲ ਯੂਜ਼ ਪਲਾਸਟਿਕ ਦੀ ਵਰਤੋਂ ਕਰਦਾ ਪਾਇਆ ਗਿਆ ਤਾਂ ਉਸ ਨੂੰ ਸਜ਼ਾ ਦਿੱਤੀ ਜਾਵੇਗੀ",0.89,pan_test_00445
